"TIME","GEO","UNIT","HAZARD","WASTE","WST_OPER","Value","Flag and Footnotes"
"2006","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2006","Bulgaria","Tonne","Hazardous","Total waste","Waste treatment","13,474,505",""
"2006","Bulgaria","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","13,302,797",""
"2006","Bulgaria","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","13,302,797","e"
"2006","Bulgaria","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","81,641",""
"2006","Bulgaria","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2006","Bulgaria","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","782",""
"2006","Bulgaria","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","89,285",""
"2006","Bulgaria","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2006","Bulgaria","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2006","Bulgaria","Tonne","Non-hazardous","Total waste","Waste treatment","144,841,789",""
"2006","Bulgaria","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","142,816,726",""
"2006","Bulgaria","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","142,781,598",""
"2006","Bulgaria","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","119,378",""
"2006","Bulgaria","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","35,128",""
"2006","Bulgaria","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","7,648",""
"2006","Bulgaria","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","1,898,037",""
"2006","Bulgaria","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2006","Bulgaria","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2006","Czechia","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","16,982,501",""
"2006","Czechia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","4,909,428",""
"2006","Czechia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","4,892,811",""
"2006","Czechia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","69,121",""
"2006","Czechia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","16,617",""
"2006","Czechia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","650,144",""
"2006","Czechia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","11,353,808",""
"2006","Czechia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2006","Czechia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2006","Czechia","Tonne","Hazardous","Total waste","Waste treatment","572,497",""
"2006","Czechia","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","65,263",""
"2006","Czechia","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","65,263",""
"2006","Czechia","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","49,141",""
"2006","Czechia","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2006","Czechia","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","55,784",""
"2006","Czechia","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","402,309",""
"2006","Czechia","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2006","Czechia","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2006","Czechia","Tonne","Non-hazardous","Total waste","Waste treatment","16,410,004",""
"2006","Czechia","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","4,844,165",""
"2006","Czechia","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","4,827,548",""
"2006","Czechia","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","19,980",""
"2006","Czechia","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","16,617",""
"2006","Czechia","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","594,360",""
"2006","Czechia","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","10,951,499",""
"2006","Czechia","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2006","Czechia","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2006","Denmark","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","14,967,958",""
"2006","Denmark","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","959,395",""
"2006","Denmark","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","959,395",""
"2006","Denmark","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","0",""
"2006","Denmark","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2006","Denmark","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","3,221,341",""
"2006","Denmark","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","10,787,222",""
"2006","Denmark","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2006","Denmark","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2006","Denmark","Tonne","Hazardous","Total waste","Waste treatment","375,562",""
"2006","Denmark","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","163,542",""
"2006","Denmark","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","163,542",""
"2006","Denmark","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","0",""
"2006","Denmark","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2006","Denmark","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","84,699",""
"2006","Denmark","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","127,321",""
"2006","Denmark","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2006","Denmark","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2006","Denmark","Tonne","Non-hazardous","Total waste","Waste treatment","14,592,396",""
"2006","Denmark","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","795,853",""
"2006","Denmark","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","795,853",""
"2006","Denmark","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","0",""
"2006","Denmark","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2006","Denmark","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","3,136,642",""
"2006","Denmark","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","10,659,901",""
"2006","Denmark","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2006","Denmark","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","358,364,726",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","74,701,529",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","73,899,512",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","15,229,279",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","802,017",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","17,320,807",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","251,113,111",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Waste treatment","21,743,227",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","4,826,070",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","4,250,976",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","1,351,419",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","575,094",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","1,813,661",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","13,752,077",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Waste treatment","336,621,499",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","69,875,459",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","69,648,536",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","13,877,860",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","226,923",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","15,507,146",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","237,361,034",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2006","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2006","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","17,657,870",""
"2006","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","11,193,551",""
"2006","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","10,972,251",""
"2006","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","41",""
"2006","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","221,300",""
"2006","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","256,567",""
"2006","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","6,207,711",""
"2006","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2006","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2006","Estonia","Tonne","Hazardous","Total waste","Waste treatment","6,864,430",""
"2006","Estonia","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","6,315,240",""
"2006","Estonia","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","6,093,940",""
"2006","Estonia","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","40",""
"2006","Estonia","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","221,300",""
"2006","Estonia","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","32,647",""
"2006","Estonia","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","516,503",""
"2006","Estonia","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2006","Estonia","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2006","Estonia","Tonne","Non-hazardous","Total waste","Waste treatment","10,793,440",""
"2006","Estonia","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","4,878,311",""
"2006","Estonia","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","4,878,311",""
"2006","Estonia","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","1",""
"2006","Estonia","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2006","Estonia","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","223,920",""
"2006","Estonia","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","5,691,208",""
"2006","Estonia","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2006","Estonia","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2006","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","22,730,497",""
"2006","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","7,091,215",""
"2006","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","7,074,048",""
